"Year"|"Event Name"|"Order Type"|"Order Type Code"|"Announcement Date"|"Announcement Time"|"Time Zone"|"State"|"County"|"County FIPS"|"Evacuation Area"|"Effective Date"|"Effective Time"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"15:30:00"|"CDT"|"TX"|"Galveston County"|"48167"|"Kemah - Entire area"|"2020-08-25"|"15:30:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-24"|"18:00:00"|"CDT"|"TX"|"Harris County"|"48201"|"In Seabrook, residents in low-lying areas, specifically lower Todville from Red Bluff south to SH 146 and Baywood Drive"|"2020-08-24"|"18:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"09:00:00"|"CDT"|"TX"|"Harris County"|"48201"|"City of Baytown for ZIP codes 77520 and 77523"|"2020-08-25"|"09:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"14:00:00"|"CDT"|"TX"|"Harris County"|"48201"|"People who live in Zones A and B in Harris County.Those zones include Seabrook,Baytown,Taylor Lake Village,Shoreacres,La Porte,Morgan's Point,Nassau Bay,Friendswood,El Lago,Deer Park,South Houston,portions of Pasadena and ClearLake"|"2020-08-25"|"14:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"13:30:00"|"CDT"|"TX"|"Brazoria County"|"48039"|"Freeport: all low coastal flood prone areas"|"2020-08-25"|"13:30:00"
"2020"|"Hurricane Laura"|"State of emergency"|"0"|"2020-08-21"|""|""|"FL"|"Miami-Dade County, Broward County, Palm Beach County, Monroe County"|""|""|""|""
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-21"|"13:30:00"|"CDT"|"FL"|"Monroe County"|"12087"|"All live-aboard vessels, mobile homes, recreational vehicles, travel trailers, and campers"|"2020-08-21"|"13:30:00"
"2020"|"Hurricane Laura"|"Evacuation order lifted"|"3"|"2020-08-23"|"09:30:00"|"CDT"|"FL"|"Monroe County"|"12087"|""|""|""
"2020"|"Hurricane Sally"|"State of emergency"|"0"|"2020-09-13"|""|""|"MS"|""|""|"Entire state"|""|""
"2020"|"Hurricane Sally"|"Mandatory evacuation order"|"1"|"2020-09-13"|"17:45:00"|"CDT"|"MS"|"Hancock County"|"28045"|"All low lying areas, residents living on rivers, river inlets, bayous, creeks, and in travel trailers, modular homes, mobile homes, homes under construction and or partially constructed homes."|"2020-09-14"|"07:00:00"
"2020"|"Hurricane Sally"|"Mandatory evacuation order"|"1"|"2020-09-14"|"11:00:00"|"CDT"|"MS"|"Harrison County"|"28047"|"South of the Harrison County Sand Beach sea wall, including the 26 miles of Harrison County Sand Beach, as well as low-lying areas in Harrison County"|"2020-09-14"|"13:00:00"
"2020"|"Hurricane Sally"|"Voluntary evacuation order"|"2"|"2020-09-14"|"11:40:00"|"CDT"|"MS"|"Jackson County"|"28059"|"Residents living on rivers, river inlets, bayous, creeks, and in travel trailers, as well as people who live in modular homes, mobile homes, homes under construction and or partially constructed homes."|""|""
"2020"|"Hurricane Sally"|"Voluntary evacuation order"|"2"|"2020-09-14"|"12:00:00"|"CDT"|"MS"|"Harrison County"|"28047"|"Long Beach City - A one block area off of highway 90"|""|""
"2020"|"Hurricane Sally"|"State of Emergency"|"0"|"2020-09-12"|""|""|"LA"|"Statewide"|""|""|""|""
"2020"|"Hurricane Sally"|"Mandatory evacuation order"|"1"|"2020-09-14"|"14:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle, the town of Jean Lafitte, Lower Lafitte, Crown Point and Barataria."|"2020-09-14"|"12:00:00"
"2020"|"Hurricane Sally"|"Mandatory evacuation order"|"1"|"2020-09-13"|"08:30:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle"|"2020-09-13"|"09:00:00"
"2020"|"Hurricane Sally"|"Mandatory evacuation order"|"1"|"2020-09-13"|"12:00:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"Area below the lock in Golden Meadow"|"2020-09-13"|"18:00:00"
"2020"|"Hurricane Sally"|"Mandatory evacuation order"|"1"|"2020-09-12"|"18:45:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"Orleans Parish residents living outside of the parish's levee protection system, including Venetian Isles, Lake Catherine, and Irish Bayou."|"2020-09-13"|"18:00:00"
"2020"|"Hurricane Sally"|"Mandatory evacuation order"|"1"|"2020-09-13"|"07:00:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Entire east bank of plaquemines parish and on the west bank from Phillips 66 Alliance Refinery to Venice"|"2020-09-13"|"10:00:00"
"2020"|"Hurricane Sally"|"Voluntary evacuation order"|"2"|"2020-09-13"|"07:00:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Community of Oakville to Phillips 66 Alliance Refinery"|"2020-09-13"|"10:00:00"
"2020"|"Hurricane Sally"|"Mandatory evacuation order"|"1"|"2020-09-13"|"16:00:00"|"CDT"|"LA"|"St. Charles Parish"|"22089"|"All residents"|"2020-09-13"|"14:30:00"
"2020"|"Hurricane Sally"|"Voluntary evacuation order"|"2"|"2020-09-13"|"19:00:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"All areas south (outside) of the Terrebonne Levee and Conservation District’s Morganza to the Gulf levee system"|"2020-09-14"|"12:00:00"
"2020"|"Hurricane Sally"|"State of emergency"|"0"|"2020-09-14"|""|""|"FL"|"Escambia and Santa Rosa Counties"|""|""|""|""
"2020"|"Hurricane Sally"|"State of emergency expanded"|"0"|"2020-09-15"|""|""|"FL"|"Escambia, Santa Rosa, Bay, Calhoun, Franklin, Gadsden, Gulf, Holmes, Jackson, Liberty, Okaloosa, Walton, and Washington Counties."|""|""|""|""
"2020"|"Hurricane Sally"|"Voluntary evacuation order"|"2"|"2020-09-14"|"18:00:00"|"EDT"|"FL"|"Escambia County"|"12033"|"Issued for Escambia County evacuation zone A. This area includes Perdido Key, Innerarity Point, Pensacola Beach & other low lying areas."|"2020-09-14"|"18:00:00"
"2020"|"Hurricane Sally"|"Voluntary evacuation order"|"2"|"2020-09-14"|"16:00:00"|"EDT"|"FL"|"Santa Rosa County"|"12113"|"Zone A evacuations are recommended. Residents in mobile homes are also recommended to evacuate"|""|""
"2020"|"Hurricane Sally"|"State of emergency"|"0"|"2020-09-14"|""|""|"AL"|"Statewide"|""|""|"2020-09-14"|"06:00:00"
"2020"|"Hurricane Sally"|"Voluntary evacuation order"|"2"|"2020-09-14"|"14:25:00"|"CDT"|"AL"|"Baldwin County"|"01003"|"Residents and visitors in Zones 1 and 2 that are in flood-prone locations or areas immediate to the coast to evacuate"|""|""
"2020"|"Hurricane Sally"|"Voluntary evacuation order"|"2"|"2020-09-14"|"18:35:00"|"CDT"|"AL"|"Mobile County"|"01097"|"Residents who live in surge zones, flood prone areas and low lying areas and including manufactured homes need to monitor conditions carefully and seek higher grounds inland or shelter from high winds and water if needed."|""|""
"2020"|"Hurricane Delta"|"State of emergency"|"0"|"2020-10-06"|""|""|"LA"|"Entire Parish"|""|""|""|""
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"14:00:00"|"CDT"|"LA"|"Acadia Parish"|"22001"|"Entire parish. Particularly, those who live in unstable structures, including mobile homes and other structures that cannot withstand tropical or hurricane-force winds."|"2020-10-07"|"14:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-08"|"08:30:00"|"CDT"|"LA"|"Allen Parish"|"22003"|"Entire Parish"|"2020-10-08"|"08:30:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-12"|"15:30:00"|"CDT"|"LA"|"Allen Parish"|"22003"|""|"2020-10-12"|"15:30:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-08"|"13:00:00"|"CDT"|"LA"|"Assumption Parish"|"22007"|"Entire parish, particularly  mobile home, RV, people needing electricity for medical needs should leave"|"2020-10-08"|"13:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"14:00:00"|"CDT"|"LA"|"Beauregard Parish"|"22011"|"Entire Parish"|"2020-10-07"|"14:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-08"|"00:00:00"|"CDT"|"LA"|"Beauregard Parish"|"22011"|"Entire Parish"|"2020-10-08"|"07:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-12"|"10:30:00"|"CDT"|"LA"|"Beauregard Parish"|"22011"|""|"2020-10-12"|"10:30:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-07"|"17:00:00"|"CDT"|"LA"|"Calcasieu Parish"|"22019"|"For all parish, residents in low-lying areas, ones without hurricane-safe housing and, with medical needs strongly advised to evacuate"|"2020-10-07"|"17:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-12"|"18:00:00"|"CDT"|"LA"|"Calcasieu Parish"|"22019"|""|"2020-10-13"|"12:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-07"|"18:45:00"|"CDT"|"LA"|"Cameron Parish"|"22023"|"The entire parish is under evacuation except for in Hackberry, which has only the areas south of Kelso Boyou Bridge placed under evacuation"|"2020-10-08"|"06:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"13:15:00"|"CDT"|"LA"|"Iberia Parish"|"22045"|"Living in areas vulnerable to potential storm surges, living in low-lying areas along lakes, bayous, streams and drainage structures that have experienced flooding in the past, living in structures that has experienced flooding following heavy rain events, without hurricane-safe housing, having special medical needs, and having special transportation needs"|"2020-10-07"|"13:15:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-07"|"18:30:00"|"CDT"|"LA"|"Iberia Parish"|"22045"|"Residents living west of US Highway 90 and south of Louisiana highway 14"|"2020-10-08"|"15:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-11"|"19:00:00"|"CDT"|"LA"|"Iberia Parish"|"22045"|""|"2020-10-11"|"19:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-06"|"11:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Town of Grand Isle: For campers/RV’s and boats"|"2020-10-06"|"11:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-07"|"12:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle"|"2020-10-08"|"06:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"12:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle"|"2020-10-07"|"12:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-06"|"20:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"For the town of Jean Lafitte, Lower Lafitte, Crown Point and Barataria"|"2020-10-07"|"07:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-10"|"12:30:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"For Grand Isle"|"2020-10-10"|"12:30:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order lifted"|"3"|"2020-10-10"|"12:30:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"For the town of Jean Lafitte, Lower Lafitte, Crown Point and Barataria"|"2020-10-10"|"14:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-07"|"17:30:00"|"CDT"|"LA"|"Jefferson Davis Parish"|"22053"|"Entire Parish"|"2020-10-07"|"17:30:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-14"|"10:30:00"|"CDT"|"LA"|"Jefferson Davis Parish"|"22053"|""|"2020-10-14"|"10:30:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"11:30:00"|"CDT"|"LA"|"Lafayette Parish"|"22055"|"Entire parish, particularly who live in low-lying, flood-prone areas, and those who live along waterways where water could rise. It also includes those who have medical needs that require electricity or have serious medical conditions that could require emergency care during the hurricane."|"2020-10-07"|"11:30:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-06"|"09:20:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"Port Fourchon"|"2020-10-06"|"09:20:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-09"|"07:20:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"Areas include all areas south of the Leon Theriot Lock in Golden Meadow and low-lying areas including Port Fourchon"|"2020-10-09"|"07:20:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-10"|"08:30:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|""|"2020-10-10"|"08:30:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"12:40:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"The areas include areas outside of levee protection including Venetian Isles, Lake Catherine, and Irish Bayou"|"2020-10-08"|"18:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order lifted"|"3"|"2020-10-10"|"08:30:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"This for areas outside levees"|"2020-10-10"|"08:30:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"11:50:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Areas affected are White Ditch to Pointe à la Hache on the East Bank of Plaquemines Parish and Phillips 66 Alliance Refinery to Venice on the West Bank of Plaquemines Parish."|"2020-10-08"|"15:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"16:45:00"|"CDT"|"LA"|"St. Landry Parish"|"22097"|"For residents living in flood-prone areas and in manufactured homes."|"2020-10-07"|"16:45:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"14:45:00"|"CDT"|"LA"|"St. Martin Parish"|"22099"|"The voluntary evacuation is in place for Lower St. Martin Parish (Stephensville and Belle River)"|"2020-10-07"|"14:45:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-08"|"08:30:00"|"CDT"|"LA"|"St. Mary Parish"|"22101"|"For areas south of intercoastal canal west of Wax Lake outlet of Iberia Parish line. This includes areas of Cypremont Point and Burn point."|"2020-10-08"|"12:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-08"|"08:30:00"|"CDT"|"LA"|"St. Mary Parish"|"22101"|"For the entire west side of the parish, the area mentioned is area west of wax outlet of the Iberia Parish line."|"2020-10-08"|"12:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-10"|"11:50:00"|"CDT"|"LA"|"St. Mary Parish"|"22101"|"For areas south of intercoastal canal west of Wax Lake outlet of Iberia Parish line. This includes areas of Cypremont Point and Burn point.  Only exceptions are La. 317 ""at the hump,"" which remains closed"|"2020-10-10"|"11:50:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-07"|"18:30:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"This includes Zone 1 which are all areas south of Morganza to the Gulf levee system. This includes all areas south of the Pointe-aux-Chenes Floodgate; all areas south of the Bayou Terrebonne Floodgate in Lower Montegut; all of Isle de Jean Charles; all areas south of the Bayou Petit Caillou Floodgate including Cocodrie; all areas south of the Morganza to the Gulf levee road ramp on Four Point Road in Lower Dulac; all areas south of the Lower Dularge Floodgate."|"2020-10-08"|"15:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"19:00:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"This for Pointe-aux-Chenes area of zone 2"|"2020-10-08"|"15:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order lifted"|"3"|"2020-10-10"|"16:00:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|""|"2020-10-10"|"16:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-10"|"16:00:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|""|"2020-10-10"|"16:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-07"|"15:30:00"|"CDT"|"LA"|"Vermilion Parish"|"22113"|"The areas include low-lying areas of Vermilion Parish"|"2020-10-07"|"16:00:00"
"2020"|"Hurricane Delta"|"Voluntary evacuation order"|"2"|"2020-10-07"|"15:30:00"|"CDT"|"LA"|"Vermilion Parish"|"22113"|"The areas for South of La. Hwy. 14"|"2020-10-07"|"16:00:00"
"2020"|"Hurricane Delta"|"State of emergency"|"0"|"2020-10-06"|"11:00:00"|"CDT"|"AL"|"Entire County"|""|""|""|""
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-06"|"15:30:00"|"CDT"|"AL"|"Baldwin County"|"01003"|"For coastal stretches of Alabama, including Fort Morgan, Gulf Shores, Orange Beach, and Ono Island. This order was specifically issued for coastal tourists and vacationers."|"2020-10-07"|"07:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order"|"1"|"2020-10-06"|"15:30:00"|"CDT"|"AL"|"Mobile County"|"01097"|"Coastal tourists and vacationers in the Town of Dauphin Island"|"2020-10-07"|"07:00:00"
"2020"|"Hurricane Delta"|"Mandatory evacuation order lifted"|"3"|"2020-10-08"|"09:30:00"|"CDT"|"AL"|"Entire County"|""|""|""|""
"2020"|"Hurricane Zeta"|"State of emergency"|"0"|"2020-10-26"|""|""|"LA"|""|""|""|""|""
"2020"|"Hurricane Zeta"|"Mandatory evacuation order"|"1"|"2020-10-26"|"11:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"This is for camper’s/RVs and boats in the area of Grand Isle"|"2020-10-26"|"11:00:00"
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-26"|"11:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle"|"2020-10-27"|"07:00:00"
"2020"|"Hurricane Zeta"|"Mandatory evacuation order"|"1"|"2020-10-27"|"12:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle"|"2020-10-27"|"12:00:00"
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-27"|"12:15:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"For Town of Jean Lafitte, Lower Lafitte, Crown Point and Barataria"|"2020-10-27"|"16:00:00"
"2020"|"Hurricane Zeta"|"Mandatory evacuation order"|"1"|"2020-10-27"|"13:30:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"For residents and businesses south of the Leon Theriot Floodgate in Golden Meadow and other low-lying areas of Lafourche Parish."|"2020-10-28"|"06:00:00"
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-28"|"08:00:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"For people in areas South of US Hwy 90 or if you feel unsafe in your dwelling."|"2020-10-28"|"08:00:00"
"2020"|"Hurricane Zeta"|"Mandatory evacuation order"|"1"|"2020-10-28"|"08:00:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"For the areas South of the Flood Gates and other low-lying areas"|"2020-10-28"|"08:00:00"
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-26"|"15:00:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"For areas outside the levee system, including Irish Bayou, Venetian Isles, and Lake Catherine"|"2020-10-27"|"18:00:00"
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-27"|"12:30:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"For entire East Bank of Plaquemines Parish and West Bank of Plaquemines Parish from Phillips 66 Alliance Refinery to Venice"|"2020-10-28"|"08:00:00"
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-27"|"15:25:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"For only the Pointe-aux-Chenes area of Zone 2"|"2020-10-28"|"10:00:00"
"2020"|"Hurricane Zeta"|"Mandatory evacuation order"|"1"|"2020-10-27"|"15:25:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"This includes Zone 1 which are all areas south of Morganza to the Gulf levee system. This includes all areas south of the Pointe-aux-Chenes Floodgate; all areas south of the Bayou Terrebonne Floodgate in Lower Montegut; all of Isle de Jean Charles; all areas south of the Bayou Petit Caillou Floodgate including Cocodrie; all areas south of the Morganza to the Gulf levee road ramp on Four Point Road in Lower Dulac; all areas south of the Lower Dularge Floodgate."|"2020-10-28"|"10:00:00"
"2020"|"Hurricane Zeta"|"State of emergency"|"0"|"2020-10-28"|""|""|"MS"|""|""|""|""|""
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-28"|""|""|"MS"|"Hancock County"|"28045"|"All low-lying areas"|""|""
"2020"|"Hurricane Zeta"|"Mandatory evacuation order"|"1"|"2020-10-28"|"08:30:00"|"CDT"|"MS"|"Hancock County"|"28045"|"All low-lying areas, residents living on rivers, river inlets, bayous, creeks and in travel-trailers, modular homes, mobile homes, homes under construction, and partially constructed homes.; The low-lying areas include, but are not limited to, the following: Shoreline Park (east and west side of Highway 603), North Beach in Cedar Point, South Beach Boulevard in Bay St. Louis and Waveland, south side of Diamondhead, Clermont Harbor, Lakeshore, Ansley/Heron Bay, Pearlington, Harbor Drive, Chapman Road, Jourdan River Drive."|"2020-10-28"|"08:30:00"
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-28"|"10:00:00"|"CDT"|"MS"|"Jackson County"|"28059"|"Residents living in low-lying (including areas of Ocean Springs), flood prone areas, on rivers, inlets, bayous, creeks and in travel-trailers or other sub-standard structures."|""|""
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-28"|"05:55:00"|"CDT"|"MS"|"Harrison County"|"28047"|"People who live in low-lying areas or areas that are prone to flooding seek shelter on higher grounds due to the possibility of a life-threatening storm surge. Boats were ordered to leave Gulfport Marina."|""|""
"2020"|"Hurricane Zeta"|"State of emergency"|"0"|"2020-10-27"|""|""|"AL"|""|""|""|"2020-10-27"|"16:00:00"
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-27"|"18:30:00"|"CDT"|"AL"|"Mobile County"|"01097"|"Low-lying areas particularly vulnerable to storm surge and flooding, and for those in mobile homes"|""|""
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-27"|"19:00:00"|"CDT"|"AL"|"Baldwin County"|"01003"|"Zones 1 & 2 (All areas south of State Hwy 98 and the area on the Eastern Shore that is South of Interstate 10 and West of State Hwy 98. Additionally, all individuals living in proximity to the Fish, Styx, Blackwater and Perdido Rivers and all individuals living in manufactured homes, and those living in low lying flood prone areas countywide), which include low-lying, flood-prone areas"|""|""
"2020"|"Hurricane Zeta"|"Voluntary evacuation order"|"2"|"2020-10-27"|"15:30:00"|"CDT"|"AL"|"Baldwin County"|"01003"|"City of Gulf Shores all visitors and tourists. The City encourages residents in low-lying areas, including West Beach, Little Lagoon, Plash Island, Fort Morgan Peninsula, RV/Mobile Homes, and any other rising-water, flood-prone areas, to also evacuate."|""|""
"2020"|"Hurricane Eta"|"State of emergency"|"0"|"2020-11-07"|""|""|"FL"|"Broward, Collier, Hendry, Lee, Martin, Miami-Dade, Monroe and Palm Beach counties"|""|""|""|""
"2020"|"Hurricane Eta"|"State of emergency"|"0"|"2020-11-08"|""|""|"FL"|"Alachua, Broward, Citrus, Collier, Dixie, Gilchrist, Hendry, Hernando, Hillsborough, Lee, Levy, Manatee, Marion, Martin, Miami-Dade, Monroe, Palm Beach, Pasco, Pinellas, Sarasota and Sumter Counties."|""|""|""|""
"2020"|"Hurricane Eta"|"State of local emergency"|"0"|"2020-11-06"|"16:20:00"|"EDT"|"FL"|"Miami-Dade County"|"12086"|""|""|""
"2020"|"Hurricane Eta"|"State of local emergency"|"0"|"2020-11-07"|"12:50:00"|"EDT"|"FL"|"Monroe County"|"12087"|""|""|""
"2020"|"Hurricane Eta"|"Mandatory evacuation order"|"1"|"2020-11-07"|"12:50:00"|"EDT"|"FL"|"Monroe County"|"12087"|"Evacuations of trailer parks, boat liveaboards, and people residing in low-elevation areas"|""|""
"2020"|"Hurricane Eta"|"Mandatory evacuation order"|"1"|"2020-11-07"|"13:00:00"|"EDT"|"FL"|"Monroe County"|"12087"|"Residents in mobile homes, live-aboard vessels, and other similar units"|"2020-11-07"|"13:00:00"
"2020"|"Hurricane Eta"|"Mandatory evacuation order"|"1"|"2020-11-07"|"13:00:00"|"EDT"|"FL"|"Monroe County"|"12087"|"All recreational vehicles, trailers, campers, and other similar mobile units"|"2020-11-07"|"13:00:00"
"2020"|"Hurricane Eta"|"Voluntary evacuation order"|"2"|"2020-11-11"|"09:00:00"|"EST"|"FL"|"Manatee County"|"12081"|"Anna Maria island community and other low-lying, flood-prone areas"|"2020-11-11"|"09:00:00"
"2020"|"Hurricane Eta"|"State of local emergency"|"0"|"2020-11-11"|""|""|"FL"|"Pinellas County"|"12103"|""|""|""
"2020"|"Hurricane Eta"|"State of local emergency"|"0"|"2020-11-11"|""|""|"FL"|"Hillsborough County"|"12057"|""|""|""
"2021"|"Hurricane Elsa"|"State of emergency"|"0"|"2021-07-03"|""|""|"FL"|"Charlotte, Citrus, Collier, DeSoto, Hardee, Hernando, Hillsborough, Lee, Levy, Manatee, Miami-Dade, Monroe, Pasco, Pinellas, and Sarasota counties"|""|""|""|""
"2021"|"Hurricane Elsa"|"Voluntary evacuation order"|"2"|"2021-07-05"|"10:30:00"|"EDT"|"FL"|"Hernando County"|"12053"|"Coastal zone A, mobile homes, and low-lying areas & flood-prone areas"|"2021-07-05"|"10:30:00"
"2021"|"Hurricane Elsa"|"Voluntary evacuation order"|"2"|"2021-07-06"|"11:00:00"|"EDT"|"FL"|"Citrus County"|"12017"|"West side of US 19. All low-lying areas west of Highway 19 and and anyone residing in mobile homes, manufactured homes and all unsafe structures in the county."|"2021-07-06"|"18:00:00"
"2021"|"Hurricane Elsa"|"State of local emergency"|"0"|"2021-07-03"|"15:00:00"|"EDT"|"FL"|"Monroe County"|"12087"|""|""|""
"2021"|"Hurricane Elsa"|"Mandatory evacuation order"|"1"|""|""|""|"FL"|"Indian River County"|"12061"|""|""|""
"2021"|"Hurricane Elsa"|"Voluntary evacuation order"|"2"|""|""|""|"FL"|"Franklin County"|"12037"|""|""|""
"2021"|"Hurricane Elsa"|"Voluntary evacuation order"|"2"|""|""|""|"FL"|"Dixie County"|"12029"|""|""|""
"2021"|"Hurricane Elsa"|"Voluntary evacuation order"|"2"|""|""|""|"FL"|"Hillsborough County"|"12057"|""|""|""
